id,Team,Runner,Yards,RunTime,Mintime,Maxtime,Avg,Nationality,Gen,Age,Comments,Yard1,Yard2,Yard3,Yard4,Yard5,Yard6,Yard7,Yard8,Yard9,Yard10,Yard11,Yard12,Yard13,Yard14,Yard15,Yard16,Yard17,Yard18,Yard19,Yard20,Yard21,Yard22,Yard23,Yard24,Yard25,Yard26,Yard27,Yard28,Yard29,Yard30,Yard31,Yard32,Yard33,Yard34,Yard35,Yard36,Yard37,Yard38,Yard39,Yard40,Yard41,Yard42,Yard43,Yard44,Yard45,Yard46,Yard47,Yard48,Yard49,Yard50,Yard51,Yard52,Yard53,Yard54,Yard55,Yard56,Yard57,Yard58,Yard59,Yard60,Yard61,Yard62,Yard63,Yard64,Yard65,Yard66,Yard67,Yard68,Yard69,Yard70,Yard71,Yard72,Yard73,Yard74,Yard75,Yard76,Yard77,Yard78,Yard79,Yard80,Yard81,Yard82,Yard83,Yard84,Yard85,Yard86,Yard87,Yard88,Yard89,Yard90,Yard91,Yard92,Yard93,Yard94,Yard95,Yard96
206,Belgium,Landresse Christian,24,21:53:17,50:23,58:18,54:43,BE,M,51,,50:23,52:02,52:45,51:27,52:23,53:17,53:37,51:54,53:16,52:52,53:42,54:18,54:59,54:03,55:45,58:17,58:18,58:08,58:00,56:11,56:27,57:43,57:00,56:30,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,New Zealand,Chris Bisley ,23,17:33:47,40:30,50:18,45:49,New Zealand,M,,"Fastest 100 mile = 16.05hrs Naseby 2019, Longest time running 24.30hrs Krayzie K’s 2019, Longest distance run = 160km (100 miles), Last Person Standing at Longest Shortest Day (Crush the Cargill) 2019 - 13 Loops (26hrs). FKT for Southern Seasons Miler Challenge (4 x 100 milers in 12 months) 82hrs. ",46:36,44:27,45:19,44:07,43:40,43:07,40:30,46:38,44:11,45:08,45:51,45:08,46:34,46:12,47:17,46:30,46:39,48:04,45:00,46:21,48:00,48:10,50:18,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Mexico,Santiago Ramirez,23,18:01:49,40:10,58:00,47:02,Tarahumara Mexican,M,,Leader of and Legendary running family. Father of Lorena Ramirez,40:10,45:54,50:20,48:21,48:51,46:53,47:17,47:05,47:53,47:32,50:10,42:37,46:04,47:32,47:32,50:52,43:00,43:49,43:21,40:30,43:50,58:00,54:16,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Singapore,Joshua Toh,23,19:11:18,47:43,56:19,50:03,SINGAPOREAN,M,43,,53:00,52:00,50:30,49:26,49:40,50:16,49:47,49:05,49:59,49:51,49:17,49:35,48:18,49:34,47:43,48:20,50:30,49:30,48:58,48:05,48:52,52:43,56:19,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,New Zealand,Katie Wright,23,19:45:44,47:55,57:06,51:33,United Kingdom/New Zealand,F,,"Best perf 50 Laps at 2019 Bigs, winner of 2019 NZ ReLaps Backyard Ultra in 30 laps",50:38,50:10,50:30,50:10,50:13,47:55,48:11,49:53,53:27,52:34,52:19,52:57,53:00,52:22,52:30,52:05,52:06,51:55,50:50,53:21,51:12,50:20,57:06,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Germany,Frank Goetze,22,17:18:35,40:13,50:52,47:13,Germany,M,56,"TOR, kölnpfad 171k, WR 28h escalator",42:44,42:47,44:25,44:49,47:07,44:39,47:08,47:02,47:54,47:04,49:03,49:22,49:30,50:52,50:33,48:41,49:40,49:55,48:28,48:22,40:13,48:17,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Australia,Mick Thwaites,22,17:23:29,40:33,55:20,47:26,England,M,46,,45:03,42:20,48:43,45:29,40:33,44:36,47:20,44:12,45:05,45:05,46:36,47:09,48:35,49:10,50:01,47:54,50:13,49:54,48:35,55:20,51:05,50:31,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Ireland,Shane Brady,22,17:23:57,35:21,52:41,47:27,Irish,M,,,45:21,47:26,37:09,39:50,50:31,50:17,41:09,49:58,43:14,51:16,35:21,49:20,49:31,45:47,48:17,52:41,48:44,50:07,52:26,51:45,51:42,52:05,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Mexico,Arnulfo Quimare Gutierrez,22,17:32:40,41:55,58:01,47:51,Tarahumara Mexican,M,,Truly a Legendary Runner for the last 20 years;  Arnulfpo has traveled the world to run as has plaed high in most al events he partisipats in. A relentless runner,41:55,45:53,50:20,45:22,48:50,46:52,47:12,47:07,47:52,47:25,48:12,46:18,47:18,47:48,50:01,49:30,43:40,43:45,43:20,52:59,53:00,58:01,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Germany,Rene Bonn,22,17:54:41,40:05,56:29,48:51,Germany,M,29,best perf 26 yards,40:05,42:32,45:28,45:00,51:42,45:48,47:12,48:41,49:10,47:42,48:38,50:03,49:09,50:02,49:37,49:09,48:59,49:18,56:12,50:38,53:07,56:29,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Switzerland,Basilia Förster,22,18:15:44,46:57,55:00,49:48,Italy,F,40,"UTMB, Swiss Irontrail T201, IATF K110, Lavaredo",48:59,51:12,49:14,49:53,49:51,46:57,48:44,47:41,48:05,48:10,48:08,47:57,49:48,48:35,50:32,50:14,52:55,54:04,50:09,49:06,50:30,55:00,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Russia,Oleg Levandovskiy,22,18:31:09,44:16,58:40,50:30,Russia,M,,Ultrarunner/Rogaining athlete,45:41,44:16,46:52,47:53,46:28,46:30,48:10,48:50,50:26,50:11,51:05,51:15,52:00,53:03,55:07,56:15,50:55,49:12,49:52,51:28,58:40,57:00,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Singapore,Ned Phillips,22,18:33:23,48:19,55:18,50:37,SINGAPORE PR,M,53,"Qualified for and raced Kona 2011, Ran round Singapore in one go Quarantine Backyard Ultra in July 2020 (completed 21 laps on treadmill)",53:00,52:00,50:30,49:45,50:00,49:59,49:43,49:47,51:00,51:47,50:30,48:19,49:09,49:06,48:45,48:59,49:19,49:18,51:07,53:58,52:04,55:18,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,New Zealand,Mike Field,22,18:40:22,47:10,56:48,50:56,New Zealand,M,,201km in 24hr Champs around the track 2019; 200kms at Naseby 2018 in 33 hours; 3 x milers (2 under 24hrs) ,47:10,49:03,48:08,48:25,48:15,48:00,47:14,50:36,50:07,51:27,52:24,52:58,52:40,52:18,52:39,52:05,52:08,52:17,50:55,51:51,52:54,56:48,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Canada,Terri Biloski,22,19:00:39,46:15,59:33,51:51,Canadian,F,44,33 yards,47:19,46:15,47:56,49:18,48:36,47:13,46:26,50:54,52:54,49:33,51:25,50:17,50:25,51:25,52:27,55:55,55:18,56:57,59:33,51:51,59:21,59:21,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Australia,Jodie Oborne,21,16:22:10,41:42,54:34,46:46,Australia,F,49,,41:42,43:22,42:34,44:14,44:55,44:45,44:49,44:12,43:04,44:56,46:08,47:28,46:58,50:21,50:45,49:26,50:07,47:43,48:28,51:39,54:34,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,India,KARTIK JOSHI ,21,16:40:13,39:39,51:48,47:38,Indian,M,19,262.2KM LAST MAN STAND INDIAS BACKYRAD ULTRA ,39:39,50:20,46:51,42:08,49:01,48:16,47:00,48:12,48:54,47:18,50:49,50:28,51:15,43:30,50:27,45:12,44:40,49:47,49:20,45:18,51:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Germany,Tanja Hoeschele,21,17:02:19,42:44,53:07,48:41,Germany,F,49,WR 28h escalator,42:44,43:43,44:28,44:49,46:03,46:37,47:39,47:02,47:07,48:45,51:07,50:54,51:19,52:40,50:34,50:29,49:41,51:49,50:13,51:29,53:07,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Belarus,Igor Lavnik,21,17:21:07,43:41,52:29,49:35,Belarus,M,37,,47:44,49:11,47:30,52:29,50:30,50:13,50:25,50:11,49:33,50:41,50:34,46:47,50:32,50:11,49:10,50:06,48:47,43:41,50:53,51:53,50:06,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Singapore,Alex Ang,21,17:34:44,46:36,55:34,50:14,SINGAPOREAN,M,47,"Sep 2018. Tor Des Geants (Courmayeur, Italy). 339km, 31,000D+.
Mar 2019. MSIG Ultra @ Tai Po (Hong Kong). 75km, 4180 D+ & 44km, 2640D+. 2nd overall Men. 1st in age group
June 2019. Tailwind Penang Eco ({Penang, Malaysia). 104km, 4200D+. 3rd Men.
Nov 2019. Ultimate Direction Ultra Marathon SG (Singapore). 100km. Champion, Men. 
Aug 2020. Majulah Run 2020. Solidarity winner. Ran 2,946km for 55 days, pace 06:37. ",53:00,50:00,50:30,49:45,49:15,49:04,46:36,46:42,48:44,52:00,50:30,48:39,49:52,49:52,50:32,54:07,52:43,47:15,47:54,52:10,55:34,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Singapore,Melissa Loke,21,17:36:12,47:05,54:02,50:18,SINGAPOREAN,F,37,"Langkawi Ultra 100km (2020) – Women’s champion, overall 3rd
Fraser Ultra 100km (2018) – Women’s champion, overall 6th
Titi Ultra 50km (2018) – Women’s champion, overall 7th
Kuching Ultra 100km (2018) – Women’s champion, overall 3rd
Malaysia Ultra League Championship Top 20 and Queen of Road Ultramarathon (2018)",50:00,52:00,50:30,49:45,49:30,49:19,50:20,48:37,47:05,49:38,50:54,48:39,49:52,51:45,50:32,54:02,52:43,47:15,50:01,52:15,51:30,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Denmark,Anna Søgaard Hanusova,21,17:41:03,44:00,56:10,50:32,Czech,F,38,120 km,44:00,47:00,47:00,47:00,47:00,47:00,48:13,49:30,50:40,49:30,49:45,50:40,51:45,53:05,52:10,53:50,54:30,55:20,53:50,53:05,56:10,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Ukraine,Ihor Sakhanda ,20,14:04:01,40:31,43:25,42:12,Ukraine,M,52,100K 7:52,43:12,41:33,41:11,41:55,41:23,43:25,42:43,42:33,42:55,42:23,42:48,43:05,43:01,42:03,42:44,43:11,41:38,40:31,40:40,41:07,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,India,GHANSHYAM SUDANI,20,15:35:37,35:36,56:20,46:47,Indian,M,24,BACKYARD ULTRA  AHMEDABAD,39:33,44:32,42:33,42:59,49:04,48:17,47:01,48:13,49:02,45:59,51:14,47:37,45:29,50:04,50:28,39:56,47:58,53:42,35:36,56:20,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,New Zealand,Ian Evans,20,15:39:44,42:00,52:35,46:59,New Zealand,M,,Best perf 26 laps 2019 NZ ReLaps Backyard Ultra ,47:05,44:40,45:59,44:53,44:08,43:16,42:00,45:40,46:40,46:27,47:12,47:39,47:57,47:22,48:17,47:47,48:55,51:30,52:35,49:42,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Singapore,Sue Corser,20,15:53:44,45:53,50:00,47:41,SINGAPORE PR,F,46,,50:00,50:00,49:00,48:21,47:25,46:47,45:53,46:50,47:05,48:30,46:36,48:19,48:10,46:54,47:15,47:45,47:55,47:15,46:54,46:50,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,New Zealand,Andrew McDowall,20,16:06:38,42:28,56:52,48:20,New Zealand,M,,"Best perf 27 laps in 2019 NZ ReLaps Backyard Ultra , Fastest Miler 19hrs24 (as part of coast2Kosci), Longest Distance 240km, Longest time on feet 35.45 (UTMB 2019),",47:38,47:34,46:11,51:00,43:33,42:28,43:55,47:26,47:20,47:03,48:30,47:43,48:43,48:13,49:18,50:00,49:51,51:42,51:38,56:52,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,New Zealand,Michael Stuart,20,16:12:40,35:45,59:52,48:38,New Zealand,M,,"Fastest Miler 18.30, Longest Time Running 61hours (Double SK) or Longest Distance 217KM DownUnder135 44.5hrs",45:59,43:35,42:59,41:37,40:30,39:50,35:45,43:43,42:46,48:18,50:56,48:21,50:04,51:27,51:29,57:46,59:13,59:08,59:22,59:52,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,New Zealand,Glenn Kelly ,20,16:46:52,43:52,57:50,50:21,New Zealand,M,,"Fastest Miler 17hrs03, Longest Distance 320km Tour de Geants, Longest Time 113hrs(lots of walking, rests, 24000m vert) Tour de Geants.",48:58,49:01,48:59,49:17,46:59,47:40,43:52,49:43,47:46,49:57,49:15,49:48,52:11,50:27,52:04,52:05,52:38,53:44,54:38,57:50,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Finland,Jussi Lehtonen,20,17:04:59,46:50,59:00,51:15,Finland,M,47,Winner of 5 days Lapland Wilderness Challenge 2020,47:20,48:42,47:24,49:05,46:50,48:35,48:20,49:20,49:10,49:20,49:15,49:30,51:25,52:10,52:35,55:25,54:40,58:35,59:00,58:18,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Finland,Sointu Hyttinen,20,17:13:42,46:00,58:26,51:41,Finland,F,59,EMU 6d in 2015 with 515 km,46:00,47:50,48:10,48:20,47:45,48:35,49:40,50:08,50:25,50:45,51:25,51:20,52:50,54:05,52:15,55:10,56:55,56:23,57:15,58:26,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Japan,Terumichi MORISHITA,19,15:07:41,43:35,51:40,47:46,Japan,M,40,Okinawa survival race 400km 4x champion,51:33,45:16,43:35,44:10,44:32,45:04,46:06,47:17,47:14,48:26,46:21,47:04,49:26,50:08,51:21,47:59,50:07,51:40,50:22,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,India,TARANG WADHWANI,19,15:36:49,45:41,55:18,49:18,Indian,M,36,"IRONMAN FINISHER , 100 HENNUR BAMBOO ULTRA",50:51,50:33,50:33,47:03,48:58,48:17,46:55,48:09,48:55,45:41,52:15,48:34,49:02,47:12,48:09,48:29,49:11,52:44,55:18,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Singapore,Shorne Lim,19,15:47:19,47:28,53:00,49:52,SINGAPOREAN,M,44,,53:00,52:00,50:00,49:45,49:30,49:19,50:20,48:39,49:59,50:10,48:56,48:39,48:30,50:15,47:28,48:48,49:55,50:52,51:14,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Australia,Suzanne Chatterton,18,13:15:52,41:19,51:15,44:13,Australia,F,49,,42:20,41:59,42:56,41:57,42:14,42:00,43:26,41:33,41:19,43:26,43:33,43:40,44:23,45:02,46:59,47:46,50:04,51:15,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,India,SATHISH KUMAR,18,13:41:32,36:25,52:01,45:38,Indian,M,30,100K STADIUM RUN 10HOUR ,36:25,40:52,39:52,39:29,39:09,39:31,47:00,48:12,49:00,45:44,50:23,48:53,50:03,49:38,49:13,49:02,47:05,52:01,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Russia,Igor Kraev,18,14:26:51,44:15,56:28,48:10,Russia,M,,"Ultrarunner. 24h - 205,190km ",45:43,46:22,46:55,49:00,47:11,46:46,44:15,48:10,46:50,48:55,47:19,48:30,47:20,48:20,51:12,48:30,49:05,56:28,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Russia,Dmitry Demchuk,18,14:32:33,43:10,56:46,48:29,Russia,M,,Ultratrailrunner. 3times 100 km finisher ,45:36,48:00,43:10,46:47,45:19,45:46,55:20,54:30,56:15,56:46,46:00,45:25,46:20,46:40,45:15,47:47,48:20,49:17,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Switzerland,Manuel Schmid,18,14:48:35,43:55,58:01,49:22,Switzerland ,M,40,"best: 16, 1x BY, SwissAlps, Transgrancanaria",49:07,49:31,49:11,49:47,43:55,46:56,48:41,47:38,47:02,47:16,48:14,47:29,49:58,49:20,50:22,51:37,54:30,58:01,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Switzerland,Michael Kaufmann,18,15:33:59,48:44,56:53,51:53,Switzerland,M,52,"Swiss Irontrail T201, X-Alpine,Swissalpine, 100km Biel ",49:01,54:24,51:01,52:01,52:58,51:46,51:24,51:29,49:39,52:05,48:44,50:41,51:14,52:45,51:12,52:44,53:58,56:53,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Singapore,Lim Kay Kiat,18,15:39:53,50:00,56:52,52:13,SINGAPOREAN,M,47,,53:00,51:00,51:00,50:46,50:00,50:42,51:00,51:13,52:12,52:48,52:10,51:45,50:54,51:08,52:57,54:54,55:32,56:52,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Australia,Lisa Spink,17,13:34:22,45:41,52:58,47:54,Australia,F,42,,46:01,46:42,47:06,46:30,46:46,46:19,46:48,45:41,46:57,46:38,47:57,48:16,48:28,49:25,50:38,51:12,52:58,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Australia,Kerrie Bremner,17,14:38:38,48:05,56:18,51:41,Australia,F,54,,49:45,50:15,48:51,48:05,49:17,49:24,50:05,52:25,52:22,52:22,52:08,52:30,54:51,53:26,52:32,54:02,56:18,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Russia,Alexey Dyuzhakov,16,12:33:26,43:10,53:00,47:05,Russia,M,,"Ultratrailrunner, MDS finisher",47:02,46:26,44:30,50:01,43:41,44:50,43:10,46:12,45:26,47:18,47:35,49:10,49:35,48:50,46:40,53:00,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,United Kingdom,Gillian Connolly,16,13:31:00,47:52,55:10,50:41,Northern Ireland,F,,,48:41,51:01,48:36,47:52,48:52,51:46,49:46,49:48,51:36,49:27,50:26,52:25,52:14,51:39,51:41,55:10,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Singapore,Low Weng Hoe,16,13:37:28,47:55,54:53,51:06,SINGAPOREAN,M,44,,53:00,52:00,50:30,50:46,50:46,50:28,50:55,50:09,51:25,52:05,50:48,49:17,49:18,47:55,53:13,54:53,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,New Zealand,Damien Wood ,16,13:41:20,46:22,57:34,51:20,New Zealand,M,,"Fastest miler 22:15 Taupo+ the extra, Longest Time consistently running 36hrs (Blue Lake 2019), Longest Race distance 183km. Last person standing novice. ",48:41,47:45,48:25,47:21,48:25,46:22,47:33,52:33,51:59,50:11,50:33,53:16,56:04,57:26,57:12,57:34,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,United States,Phillip McCarthy,16,14:12:37,50:00,57:11,53:17,USA,M,52,257 miles in 48 hrs,50:56,51:39,52:57,52:45,53:00,54:02,53:28,55:04,56:18,57:11,56:31,50:00,50:37,50:03,52:12,55:54,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Sweden,Pernilla Otto,16,14:51:23,51:31,59:50,55:43,Sweden,F,52,Best perf 30 yards,55:42,56:43,51:31,56:04,56:25,55:23,55:21,55:32,56:03,55:52,56:20,55:45,55:39,53:11,56:02,59:50,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Belarus,Alyona Zyuzina,15,10:37:12,38:56,47:36,42:29,Belarus,F,41,,38:56,40:31,39:18,41:02,41:30,40:15,40:39,40:54,42:55,43:25,43:15,42:33,46:52,47:31,47:36,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Australia,Susannah Harvey-Jamieson,15,10:50:30,39:11,54:42,43:22,Scotland,F,47,,41:43,41:23,40:59,44:15,42:35,40:27,39:39,39:11,40:54,43:45,44:01,44:01,46:15,46:40,54:42,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,India,PANKAJ PARDESHI,15,10:50:39,31:06,51:11,43:23,Indian,M,27,72KM KHARDUNGLA CHALLANGE ,31:06,40:48,39:32,34:47,35:13,38:19,47:56,47:15,48:45,42:34,49:04,49:43,51:11,43:31,50:55,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Ukraine,Oleksandr Shymanskyi ,15,11:32:09,43:19,56:25,46:09,Ukraine,M,43,"Chornohora Sky Marathon, 61 km, 7:21",46:01,45:40,46:25,46:23,45:45,46:08,46:01,45:45,43:19,43:52,44:59,43:46,46:24,45:16,56:25,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,India,SANJAY MUKATI,15,11:46:58,39:19,52:36,47:08,Indian,M,29,74K 6 HOUR,39:19,42:52,46:20,45:29,48:59,48:19,46:57,48:11,49:08,45:48,50:52,48:39,49:03,44:26,52:36,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Mexico,Enrique Moreno,15,12:06:34,40:20,58:00,48:26,Tarahumara Mexican,M,,,40:20,47:49,50:25,48:31,49:30,47:03,47:20,47:03,48:06,47:47,47:32,48:05,50:08,48:55,58:00,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,New Zealand,Russ Thomas ,15,12:12:57,42:45,55:00,48:52,New Zealand,M,,Best perf 16 laps 2019 NZ ReLaps Backyard Ultra ,49:01,50:10,43:20,49:17,47:08,44:55,42:45,47:03,47:16,51:13,50:13,50:45,52:33,52:18,55:00,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Russia,Marina Evgrafova,15,12:20:54,44:16,59:30,49:24,Russia,F,,CUT 320km (+14000) 2nd place,45:35,44:16,44:58,46:50,45:21,45:47,46:47,47:20,47:46,50:38,52:35,53:45,55:00,54:46,59:30,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Denmark,Jerry Fogh,15,12:21:39,45:00,56:15,49:27,Danish,M,47,252 miles selfsupported 83h,45:00,45:50,48:00,47:00,47:00,48:00,48:20,49:10,50:01,49:03,50:40,49:40,51:30,56:15,56:10,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
